tweetid,text,emotions
614038685571502080,"Greatly enjoyed the #DefiningBeauty exhibition at the @britishmuseum:
http://t.co/qlPUFtwaA2 http://t.co/XjnbuirXPZ",3.0
612162427258540032,"Christopher Williams @_thewhitechapel Last weekend to see the show, which is excellent and should… https://t.co/neebEspOVl",3.0
612259010973147136,Getting excited about telling aboriginal tales &amp; playing #didgeridoo @britishmuseum during tonight's sleepover http://t.co/ZXFf34SgAd,3.0
611195197846876160,@tateliverpool Great stuff! I'll be there ASAP :0),3.0
613440572766949376,"@WomenoftheWI @RAMMuseum 

Wonderful!",3.0
612939040598401024,Out with Y7 at the @britishmuseum  We've learnt about ancient Cyrus &amp; now enjoying the Greek &amp; Roman galleries! http://t.co/QZq80UH1bO,3.0
612749310963265536,A little blue man. A @britishmuseum souvenir who has been there from the start! https://t.co/Iou9zr6ssn http://t.co/iIyRtboZFt,3.0
613324661938614272,Yummy lunch now to check out #waddesdon and #DefiningBeauty at @britishmuseum #self-authorisedsabbatical ;-),3.0
614109057998323712,"This looks great, so hard to decide which day to go to http://t.co/vnNOh5ly1r @BathDance @chaptertweets @ICIABath",3.0
611705054639357952,@LoudenStudio @PearlLamFineArt @NYAcademyofArt @NationalGallery A pleasure.Enjoying the catalogue immensely!Thanks!,3.0
611593793314402304,@Tate_StIves urges visitors to enjoy the sheer pleasure of colour here @LeedsArtGallery - please do http://t.co/6xRRkWUQCW,3.0
611839765810384896,Love history? Visit @britishmuseum today! Love history &amp; #RealAle ? Visit @tottenhamsoho open since 1826! http://t.co/tzYc3FIaBX,3.0
614882099405946880,@EncounterTT thank you for following me back. Great to meet you @RAMMuseum learning about #DefeatingDepression,3.0
614070658880946176,"@Tate_StIves The best activities, has the TATE.",3.0
612265648023072768,Thanks to our great dance tutors &amp; all that joined the taster sessions &amp; flashmob practice @ICIABath today,3.0
613344818505363456,The @britishmuseum has kindly loaned the beautiful Ædwen’s brooch to us for this new exhibition! #AngloSaxon #Viking http://t.co/eIU5MG2yx8,3.0
615150243592728576,Two very different but equally beautiful events @britishmuseum @kewgardens http://t.co/bL5qUySIx4,3.0
614386686689189888,Seriously proud of our curator @samcurtisart for being selected in this year's Whitechapel opening. http://t.co/xxy252S2fp @_TheWhitechapel,3.0
608549815727869952,We were v honoured to be a small part of a unique short film by artist @BedwyrWIlliams with other @CamUnivMuseums 🐋 https://t.co/SGPBa6gKpW,3.0
614120021527277568,"Had plenty of thought creating, mind blowing art to behold @tateliverpool today with @redfolio &amp; Mindart http://t.co/B3Rgh4tMe9",3.0
614067291865550848,Don't miss wonders of the ancient world @britishmuseum #DefiningBeauty show ★★★★ http://t.co/YM6Xv4Dtyp http://t.co/KvshOctQQo,3.0
613997004092481536,".@NationalGallery Director N. Penny favours ""in-house solution"" Come back to talks then! @pcs_union got #Alternative  http://t.co/UOdrADopXr",1.0
610487926229704704,@NationalGallery #AskTheGallery As a director what is the main objective you would like to achieve? How would you achieve it? Thanks :)!,3.0
613294099437875200,Goodbye @kettlesyard see you in 2.25 years! http://t.co/WFjBAiWbfM,4.0
612533745099345920,"Happy Father's Day &amp; Solstice! Guided tours @NationalGallery are at 11.30, 2.30 &amp; 4.00 - expect Fathers and Suns! http://t.co/9lOifHZxpD",3.0
611937834044399616,Last chance to see LA-based #ChristopherWilliams who deconstructs and demystifies photography @_TheWhitechapel http://t.co/HsxFtAFboo,3.0
614438847288582144,@newmanmpaul @ThelmaHulbert Well done!,3.0
612606567523975168,@britishmuseum Love this!,3.0
614792027792871424,"Really enjoying insightful day of screenings/events @_TheWhitechapel @FL_FLAMIN artists Larissa Sansour, Beatrice Gibson&amp;Sarah Turner",3.0
615500426234982400,Loving the Jackson Pollock inspired cupcakes @tateliverpool #pressview today. http://t.co/3MPNwJkA5n,3.0
615524743425445888,Looking forward to this archive exhibition on the Kibbo Kift Kindred 1920-1932 @_TheWhitechapel Oct 2015 http://t.co/88jq8X7zL5,3.0
610429930430722048,"If u're concerned&gt;outsourcing&amp;volunteering r the root of many evils, u might want to use #AskTheGallery to let @NationalGallery know. Cheers",4.0
615277767156977664,"@britishmuseum all resolved, the link works now, thank you very much!",3.0
613040156908630016,"@vienna_huff @ThelmaHulbert Wow awesome Vie, excellent news! Keep up the great work!",3.0
610831923074740224,@kettlesyard seeing how many last minute visits I can fit in before the closure and fabulous redevelopment ... http://t.co/glcpVc3Ezo,3.0
610425235582623744,Great event to kick start @FMGlobal #Airmic2015 at @tateliverpool. Thanks to our guests http://t.co/1tWtRzP7B6,3.0
613649405309231104,#Solidarity from USDAW C133 to @pcs_union on Day 39 of strike against @NationalGallery privatisation #ReinsateCandy http://t.co/NO5lYh7B5M,1.0
615144004401930240,Great sound installation by James Richard incl. Frances Bacon @_TheWhitechapel @UOGFINEART @trumanbrewery @FreeRangeShows #degreeshow,3.0
614770792627372032,Harbour Cottages is sailing off to a lovely new home :) @LivArtFair @tateliverpool @LoveNorthernArt http://t.co/6ZfuB5j7M9,3.0
612938438963265536,Great &amp; Exciting news for @Tate_StIves We look forward to our next visit! #Cornwall  https://t.co/IsrfGC5LnK,3.0
614024705025122304,"My highlight of #DefiningBeauty at the @britishmuseum was this personified vine, bff of Bacchus: http://t.co/kCJC2KHPhC",3.0
614908976166252544,Fantastic day incl #LondonPride lunch at Wahaca #DefiningBeauty @britishmuseum &amp; paddling in Hyde Park. Now  nice glass of Rose and #Kanye,3.0
614173991998234624,Thank you @stockleyacademy @NationalGallery looking forward to it :),3.0
612546991445417984,@tateliverpool lovely picture that,3.0
615108303564210176,"Massive queues at gates of @britishmuseum today for security bag searches. Sad to see, but necessary.",4.0
611468994307092480,Wonderful to see today @ThelmaHulbert #valuation @HonitonTown #History #Waterloo1815 @1815Project @Waterloo200org http://t.co/yvqPhjRZvl,3.0
614387429299105792,"Looking forward to @britishmuseum tomorrow eve for Greek Art Defining Beauty. Msg us for tix
http://t.co/PCSrcyIxr4 http://t.co/ZapM1Tmzt0",3.0
611594479271849984,@johnlangdon26 @kettlesyard agree. Lovely place to work/volunteer? Amazing domestic #architectural spaces &amp; #art. I want to visit every wk!,3.0
613330934688051200,Bad times at the National Gallery! Stop the privatisation of services at the @NationalGallery! https://t.co/ypfYtLhYus via @38_degrees,1.0
614389543408570368,"@britishmuseum Wish you could extend the exhibition, 😭, I will only be in London in August...",4.0
614005591019622400,"@NationalGallery @BMAGcurators Beautiful Guido Reni ! I also love his pupil Cagnacci... ""The Death of Cleopatra"" http://t.co/pJJs7ghFYf",3.0
615249410902114304,@MrStuchbery @britishmuseum Saw one of these in The Cloisters in New York - magnificent work!,3.0
612251777224835072,Loving the Samba Band @britishmuseum #DiscoveryDay,3.0
611826657557676032,Photography Today is out! http://t.co/mOEJt3vNon Stories via @Jamsphere @_TheWhitechapel @KenRosatoABC7,3.0
611834798194225152,Thanks Alex. Great to hear from you! Will pass that on. @alexpeterss @FAHACS @britishmuseum,3.0
612273637060546560,@Gaia_sGarden @britishmuseum Yes that is why is a treasure!,3.0
610558502071848960,@NationalGallery #AskTheGallery We are boycotting the National Gallery until you reinstate Candy Unwin and stop privatisation...,1.0
613732194675200000,Great @penn_state pic! #SHCTravel @britishmuseum  https://t.co/WCtjm3PPbG,3.0
614452831714586624,"@britishmuseum @Moonbootica Wow, he was a very old 32.",0.0
612638196648775680,"Can't wait for this, its going to be BIG @_TheWhitechapel http://t.co/usdQGFFf3V #yesjim",3.0
612963249588469760,Found this yesterday @BritishMuseum - desperately needs more info on the exhibit though :( Pillar of Emperor Ashoka http://t.co/0XtD8ly3nX,4.0
610377994184585216,Just landed on my desk #dazzleferry looking great @tateliverpool @Biennial http://t.co/EUvoI3wVot,3.0
611186397538594816,@ThelmaHulbert You are more than welcome - great to work with another local business. #CosmicUK,3.0
614801756829171712,Thanks to @NationalGallery doing an amazing job explaining paintings to people with visual impairment… https://t.co/PjSAS8ukby,3.0
615534649369083904,OMG! I thought she was asleep upstairs!@3speeders @Tate_StIves,0.0
613676353842487296,Amazing!!!! 😍🎨 @NationalGallery http://t.co/cOSlvmCHLh,3.0
610763751265038336,@davidcharlesbow: @NationalGallery #AskTheGallery Pete and Dud have a few questions. http://t.co/D5Eet1Y56F The Leonardo cartoon is a hoot!,3.0
614919676259381248,Absolutely loved #DefiningBeauty at @britishmuseum So many treasures plus my peerless friend @LittleMissMoo Roll on Shakespeare Roadtrip!,3.0
613293502609403904,Nursery students getting very messy at @tateliverpool today. Loads of fun! https://t.co/mNT322T5se,3.0
614487937477124096,A very intresting insight into ancient Egypt @britishmuseum exhibition Ancient Lives #8mummies,3.0
612189368153960448,"New Blog ""Finally made it to @kettlesyard this week 🌀 ✨ #kettlesyard..."" http://t.co/MOOXtIov6R , pebbles, interiors, kettlesyard",3.0
614078984075235328,Not my current mood! I've just had a glorious morning in the Print Room @britishmuseum with Durer &amp; Rembrandt &amp; this! http://t.co/KbYpYSFSiP,3.0
613719612136521728,Congratulations to our very own @tateliverpool on receiving such a glowing report from @guardian http://t.co/r6gRS814yO #itsliverpool,3.0
614772895584284672,Drawing twice in one week @FitzMuseum_UK Feeling creative,3.0
615086219857371136,@pwadey @NationalGallery Stunning!,3.0
611205543584223232,Stop the privatisation of services at the @NationalGallery! Sign the petition now: https://t.co/w0xozuIolp via @38_degrees,1.0
612985658974433280,@Tate thank you for sharing!:  http://t.co/t4YVZQ6HG4 via @NationalGallery,3.0
611916585721286656,'Jackson #Pollock: Blind Spots' is @tateliverpool from 30 June - 18 October! http://t.co/BlZdwfRZ0c @itsnicethat http://t.co/wwXS0gbpq2,3.0
612158964130816000,Really pleased to be part of @kettlesyard #CastleHill15 Come see the Cold War bunker &amp; the historic artefacts from Cambs we store there.,3.0
614721671799439360,@NationalGallery I was introduced to the wonderful work of Canaletto on my 1st visit to your amazing gallery his paintings are breathtaking,3.0
611544067604918272,@britishmuseum @69quietgirl @Charles_XII - and will again... #austerity,4.0
615076045667082240,I'm on a train on my way south for a fun filled few days. @britishmuseum @NHM_London woo hoo!,3.0
615088940094259200,Finally made it and well worth it #Britishmuseum #Greek #sculpture @britishmuseum https://t.co/YSBFsPAC7Q,3.0
612993217240412160,"Simon, myself &amp; our New Knight Piano, destined for the Edge Practice Rooms. Thank you Kath &amp; Simon Arnold. @ICIABath http://t.co/bZWKXDqaWk",3.0
612283376284905472,Thanks to the wonderful artists who made us this fantastic lantern! #artseducation #DiscoveryDay @britishmuseum http://t.co/B7j96mdRUN,3.0
614777306284957696,We are thrilled to have Neil MacGregor here from the @britishmuseum talking about Germany: Memories of a Nation. Sponsor - @bailliegifford,3.0
615176084854820864,"Cool: @britishmuseum putting 30,000 years, 25,000 digital images of African rock art online http://t.co/Pkp6S7twM3 http://t.co/wXc70lRXDG",3.0
612217248166641664,One of the most beautiful Places in London: @NationalGallery http://t.co/ycPBGVW64B,3.0
613430401999220736,Our book 'Alfred Wallis Cornish Primitive Painter' has 100 fabulous paintings @Tate_StIves @StIvesSociety http://t.co/N81bg96b7M,3.0
614083129234595840,@britishmuseum #wonderful :) http://t.co/jIHDsg8bc2,3.0
615552168133791744,Can't wait to see Jackson #Pollock: Blind Spots @tateliverpool w/ @sstraine. Sending all best wishes for the opening https://t.co/3J4cJY0eDP,3.0
614483658666287104,#LoveWins (from the @britishmuseum) http://t.co/WPw3pvXD9h,3.0
614391409299357696,here for the second day in a row because you can never finish looking at the exhibits (at @BritishMuseum) https://t.co/clRvfPco8w,3.0
615253895946850304,Here's a reliquary head of St Eustace from @BritishMuseum. It had bits from 9 saints in there (allegedly)! http://t.co/FDkMuDULwv,3.0
613986003922092032,Off to @britishmuseum for #definingbeauty wanted to go for ages finishes next week,3.0
612288162719731712,Summer at the Museums Gets Ready for Take Off! http://t.co/02BPVyy0Zi via @camunivmuseums,3.0
613721407843733504,Great article about the wonderful @tateliverpool http://t.co/hr9qlUIYDn @VLBiz @VisitLiverpool @itsliverpool @LiverpoolLEP @bisnorthwest,3.0
612208698925035520,"@britishmuseum One of my best London memories, thank you 😀",3.0
612952984868270080,@NationalGallery I used this portrait to explain to staff about symbolism and art of knowing your client. The clues are all there! Love it,3.0
611534117591629824,@britishmuseum Incredible!,3.0
614473406675873792,Strikers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @NaomiAKlein http://t.co/CW6wyEw8Mo,1.0
610755488372948992,@jadeflahertyxo @tateliverpool obviously! I'll come home next month for it. Yay,3.0
610753318646874112,@NationalGallery @NPGLondon @pcs_union I won't be seeing the Goya. After 50 years of pictures NGL on my pariah list until Candy reinstated,1.0
612179473656643584,"@britishmuseum Enchanting mythologically inspired Renaissance jewellery! ~ ""WoW!"" I love the mermaid riding a seahorse &lt;3",3.0
615485762272894976,@tateliverpool Member's Preview of #JacksonPollock #BlindSpots yesterday at #TateLiverpool FANTASTIC exhibition - congratulations!,3.0
615484810715381760,@lisamaythomas &amp; dancers have arrived @ICIABath! Glad to have you in residence till Touch Diraies premier 9th July https://t.co/MriDjrhCbN,3.0
614152172805169152,Visited the #SocialFabric exhibit today at @RAMMuseum. So much culture and history in one room 🌿#MegaInspiration http://t.co/GOnFu38RFt,3.0
608672178234646528,"My kids have special names for @CamUnivMuseums . Mike the Knight Museum, Dinosaur Museum &amp; Museum of Cold Places #LoveMuseums #Cambridge",3.0
614016152612786176,@CarolineLawrenc @britishmuseum They're so cute!,3.0
611543759545856000,@britishmuseum @thehistoryguy Gosh periscope is definitely on trend. High profile people using it and I have not even tried it yet.,0.0
611922717428813824,Breathtaking display @britishmuseum but nothing makes me swoon like the Barberini Faun #DefiningBeauty http://t.co/gInGd7Vcel,3.0
611620385813966848,"@eguilbs I forget the correct hashtag, but was about how the @britishmuseum could move towards a better future in the digital age. Was cool!",3.0
612643045146636288,@BonVoyageurs @britishmuseum Beautiful post!,3.0
615141532065234944,The @NationalGallery - a perfect haven on a rainy London Sunday,3.0
611094972775931904,Blog post: #AsktheGallery how not to engage with an angry audience. @NationalGallery brushes questions aside http://t.co/kfTCCyxFAD,1.0
610574870339022848,Day 1 of filming today... I will be visiting @tateliverpool @SlaveryMuseum @MuseumLiverpool and many more places! #vlog #day1,3.0
614964696899305472,@britishmuseum Great update! It's now featured on on http://t.co/3r5WPxT0Jc http://t.co/vBECDK2bj5,3.0
614345905555251200,Exhibition sounds fab - #photographs #indigenous #Siberia #Mongolia @MAACambridge #sensory #relational #knowledge https://t.co/VGC0o9HHpA,3.0
612338324041302016,@vexxxed yes please! Saw his show @_TheWhitechapel years ago.,3.0
614183552159207424,#donottouch @britishmuseum (not the real one - promise!) http://t.co/FCZSLOixQr,3.0
613976048229838848,.@Bobstaah @NationalGallery thanks Bobby. I'm heading to London in a couple of weeks - I'll take a look. ELC,3.0
614418538820993024,"@britishmuseum Omg, he looks totally like Al Pacino! http://t.co/jHgsdUsFCn /@schriftart",0.0
611443712686706688,We hope that Y12 history of art pupils enjoy their visit to @kettlesyard today,3.0
614453256945803264,@britishmuseum Thank you very much!,3.0
611533211928240128,@britishmuseum @CFontainebleau @MuseeArmee  I picture it waiting to be rescued from an ancient attic....thank you!,3.0
611239444046327808,I just told @tate @britishmuseum @NPGLondon &amp; @RoyalOperaHouse to #DropBP Sponsorship. Join me: http://t.co/gmbtUDKh6m,1.0
611618374133661696,@britishmuseum thank you for a fascinating scope,3.0
611619022472355840,@britishmuseum interesting #periscope broadcast with @thehistoryguy - but landscape format very difficult to view on phones - please amend,3.0
613302757110452224,Pretty cool #curator up right now at the Polar Museum in Cambridge @CamUnivMuseums http://t.co/4nPmeW5we7 (pun semi-intended...),3.0
614166092777439232,I've won two free tickets to the private viewing of the Jackson Pollock exhibition @tateliverpool can't wait!!!!! 😊,3.0
615469080980664320,Who's going to the Jackson Pollock PV @tateliverpool tonight? Great @Guardian piece on why he gave up painting: http://t.co/VnN7vZK1af,3.0
610743773128228864,It's a great day to #AskTheGallery with both @NationalGallery &amp; @Tate opening their Twitter doors for live questions&gt; http://t.co/tYH5tk8k4x,3.0
613321178829168640,@SassyClyde We won't stop til @britishmuseum dumps #BP. Fill in a feedback form when you're there &amp; watch this space: http://t.co/o2JlUnGi1y,1.0
612579017443680256,All I can say is WOW - @britishmuseum: Your groundbreaking #8mummies exhibition is fantastic http://t.co/zlty9A4srL,3.0
615195105872494592,Really enjoyed the #GlennLigon talk @tateliverpool earlier today. His exhibition is truly stimulating!,3.0
610200429906018304,@VictoriaRance @kettlesyard @V_and_A these are so beautiful! #GaudierBrzeska,3.0
615254779216986112,A great @BritishMuseum exhibit is the Lewis Chessmen.Terrific artistry - want to pick up a replica &amp; learn the game! http://t.co/cYjsDCMB1T,3.0
614397492449423360,@stockleyacademy students are a joy to be spending a day with @NationalGallery #stockleyart http://t.co/q7IKWrQh6q,3.0
615182481394913280,@britishmuseum Is he holding an orange? Someone had better watch out!,0.0
612574989305425920,Supercool @britishmuseum !! You seriously rock :D,3.0
614720185904312320,It would have been great to see that material approached using queer theory. @foxvertebrae @britishmuseum,4.0
611158837438099456,"Blind Spots, #Pollock black paintings @tateliverpool sounds fascinating, hope I can make the journey north @thetimes http://t.co/V2Y5lPiq2p",3.0
614437147576279040,@psframes @NationalGallery a much welcomed change.,3.0
610747654046355456,@NationalGallery #AskTheGallery Why do you appear to support privatisation? Why don't you value your staff more and support them?,1.0
610673649440456704,The Ratzingeriana is out! http://t.co/MWZJMC4rcF Stories via @LB2S @FitzMuseum_UK,3.0
613361932704305152,@ICIABath FABulous :-),3.0
611624459129237504,Thanks @EmmaHiggCN for lovely review! @kettlesyard  https://t.co/3rMImVpqHJ,3.0
611600636107456512,@liveatlica collection in excellent company @LeedsArtGallery - thanks to all involved. @Tate_StIves @newlynexchange http://t.co/fQ34sgf0v6,3.0
613801260886675456,@CUBGEducation @MAACambridge ooh sounds good!,3.0
612573129257394176,"@redhead262 @Tate_StIves @Tate In the garden, yes!  But not in the gallery. How will I restrain myself from patting #Tides 1946 ?",3.0
611861273068834816,@britishmuseum w/ @bquentin3 &amp; zada_beda feeling like 21st Century is underperforming &amp; not sure… https://t.co/Q0Dmt8MPZU,4.0
613675928527470592,@MooseAllain I look forward to congratulating you in person :-) @roshvarosha @LisaLooly @newmanmpaul @DrawntoDevon @ThelmaHulbert,3.0
613743976064122880,@NationalGallery One of my favourite paintings!,3.0
611551278263611392,#painting #inprogress #GerardDavid @nationalgallery #oil so much Thursday fun! https://t.co/4YTblNpLaz,3.0
611782969410371584,"@johnmbrampton @CambridgeNewsUK @kettlesyard Thank you, John!",3.0
615501672299761664,"@Needforcaffeine @lisaj2108 @FitzMuseum_UK Had a personal tour, no less... ;)",3.0
611206696371908608,Thanks for an inspiring day + warm welcome @FitzMuseumEduca @carreno_k @RachelSinfield @CamUnivMuseums,3.0
612198309344768000,"A ‘sparkling show’ of Turner, Singer Sargent, Cézanne watercolours @FitzMuseum_UK, Cambridge http://t.co/VJnko74IO5 http://t.co/WLJSb0s1qe",3.0
612194281994846208,@britishmuseum @sovonstar We should share this with DAN BAIRD ~ GOTHIC ARTIST this drawing is by artist SALVATOR ROSA born 1615 ~ ETCHING!,3.0
614008056104534016,@NationalGallery What a beauty! #Baroque,3.0
612800174839042048,"ATTN: Museum of stolen property. Hand back our culture. @britishmuseum http://t.co/KNfY53G7Gt
#SOSBLAKAUSTRALIA #NOconsent",1.0
614474103605604352,Strikers at @Shell -sponsored @NationalGallery protest against #privatisation #kayaktivists #ShellNo @billmckibben http://t.co/UnGD3naDSn,1.0
613450071061852160,"@adelegeras @FitzMuseum_UK never heard of it , next time i'm in uk will happy to visit:)",3.0
612216254967980032,@Tate_StIves great to hear her talk about the event. I definitely left with a 'feeling of madness' #materialhistories,3.0
614371180343099392,"So pleased our fav artist Richard Long wins @_TheWhitechapel award, incredible body of work in 'Time and Space' http://t.co/8uO9ecyeGK",3.0
614844941332803584,Great afternoon at @britishmuseum #DefiningBeauty exhibition with @RiaSarantaridou and @brownie72 :),3.0
611521989577154560,"@britishmuseum @BBCTwo Great news, I've been taping the series and listening to BBC4 as well - fascinating and informative, many thanks!",3.0
615494949686145024,@britishmuseum So much teeth problems un ancient Egypt!!! 😁,0.0
613773576605446144,"@Kateprintmaker @ComptonVerney This is a real treat, full of inspiration from the @britishmuseum Curious Beasts http://t.co/Gbw1snPRLW",3.0
614790196329103360,Thrilled to listen to erudite Neil MacGregor from @britishmuseum talking about Germany @CVHISTORYFEST http://t.co/zalas08jDb,3.0
612176324183126016,@gilescolborne speaking at the @britishmuseum is pretty exciting / daunting... Still trying to decide whether to bring my Mummy or not! 😉,3.0
610586863783530496,"@artinsociety Thanks, good article @NationalGallery @NeilKC41 #BertheMorisot's dau #JulieManet's diary re her family http://t.co/tlj0vPPM35",3.0
613425301985607680,Also enjoyed James Richards speaker-bombarding Francis Bacon with soundscape @_TheWhitechapel http://t.co/83UWPwtaiR,3.0
615493292105576448,Will someone take me to see the mummies at the @britishmuseum please please please??? 🙏🏼,3.0
613783942911651840,Engaging work from @opticalmeg at @RAMMuseum #photography #art #wellcometrust http://t.co/yyuw27UH7v,3.0
614818209762574336,Being good at hunting pays off. King kisses Tristram as a reward @britishmuseum #pride #Pride2015 #PrideinLondon http://t.co/rvUzN5vnpG,3.0
611451135057076224,"@NationalGallery This is one of my favourite paintings at the National Gallery, I know where it's hung. Beautiful!",3.0
611631778055516160,@britishmuseum that was a marvelous @periscopeco broadcast on Napoleon just now. Great use of this new service.,3.0
614876306870784000,@UofE_Research thank you for following me back. Well done for gathering such an interesting panel for #DefeatingDepression @RAMMuseum,3.0
613405874426650624,The exquisite #Waddesdon Bequest @britishmuseum is absolutely exceptional. Not to be missed. &amp; it's free! #museumhour http://t.co/Et4h7kRLCr,3.0
613345005705527296,Had a wonderful time @britishmuseum with @JLMcAleer. Thank you for having me! @SOCLtweet http://t.co/MecWvVlR7E,3.0
610838857483857920,@NationalGallery #lovely,3.0
615197838386069504,The Ligon/Pollock exhibition .@tateliverpool that opened today is one of the best in ages. Glenn  Ligon also seems such a nice guy #pollock,3.0
614363920757866496,@psframes @NationalGallery # I #LOVE The National Gallery!,3.0
613667956627779584,@NationalGallery brought son to see Stubbs - v disappointed by room closures re strike action- why close the most popular rooms?,4.0
611875644222386176,@Libby_Brodie @NationalGallery interesting variety,3.0
613277342237106176,Delicious Dorset crab with avocado and gazpacho @ the beautiful @NationalGallery with @EventConcept #gailsmithflowers http://t.co/sJOfm6E66y,3.0
613637339794042880,Looking forward to our public engagement event #DefeatDepression  @RAMMuseum @UofE_Research this evening http://t.co/GAG3iJveaC,3.0
614416742203412480,@britishmuseum @emussj Greatest car park attendant this country has ever seen.,3.0
614006783795970048,Early morning viewing of Defining Beauty at @britishmuseum quite the inspiration for the rest of the day. What a complete treat.,3.0
615203002887090176,Enjoying the afternoon at @NationalGallery. #artheals,3.0
610788793143152640,@kettlesyard @Countrylifemag look forward to visiting this week. #art #Cambridge,3.0
612910356252364800,Frames can be works of art on their own. Visit our free #SansovinoFrames exhibition http:... http://t.co/RaxtWpBXYv via @NationalGallery,3.0
521014255852986368,I'm introducing @britishmuseum Director Neil MacGregor-Germany:Memories of a Nation at #cheltlitfest tomorrow http://t.co/JoyLMUh2Tm Come!,3.0
614789536774778880,#DefiningBeauty @britishmuseum finally visited the exhibition before it closed next week.. Well worth the trip to London. A brilliant time.,3.0
612004395564335104,"If you haven't seen the Christopher Williams show @_TheWhitechapel it finishes this Sunday. Go. Really, go. GO. http://t.co/8HgcUpn4Mn",3.0
614391083351588864,"Sad, but amazing and exciting things will be happening to @kettlesyard ! https://t.co/ncSFNv1yqU",3.0
615233923862372352,@barjanas @britishmuseum Portraiture is so fascinating...love all these hidden meanings! Thanks for the info!,3.0
611846993372127232,"@NationalGallery Weekend getting better &amp; better, #GrantSimonRogers taking #DailyGuidedTour #Entertaining &amp; #Engaging with his group.",3.0
614312351043555328,@Hellboy919 @AboutLondon @MadameTussauds @BateauxLondon @britishmuseum @thetattershall @ThamesRIBExp @OXO_Tower @thamesclippers thank you 😊,3.0
614878804536913920,"@jilldomoney thank you for the RT, following you back, great to see @SWMH_IoPPN represented at #DefeatingDepression @RAMMuseum",3.0
614872691137511424,A rare delight to be in the @britishmuseum when it is so quiet and the light of a summer's evening is so splendid http://t.co/MuCGAtPeci,3.0
614082472926707712,@KirkbrideDebbie @Anchor_Trust @britishmuseum yes i met her. We were tlkg abt the amazing number of visitors they got for @CareHomeOpenDay,3.0
615120985738637312,Great Baramundi fish @OlympiaAntiques with Clive Loveless. Aboriginal art having a moment with @britishmuseum show http://t.co/581qukhBVt,3.0
610175968611799040,"Looking forward to #soundscapes @NationalGallery - 'hear' the paintings, 'see' the sounds: how intriguingly enticing! http://t.co/vHceZlWXcm",3.0
614382225631657984,St Ives Cornwall News is out! http://t.co/cCO8Jai0GJ Stories via @Tate_StIves,3.0
612662000221466624,"@NationalGallery That is a fascinating bit of art history. Thanks! I LOVE Albrecht Durer's art. Gloria Poole,RN,artist, Missouri",3.0
610529852119216128,@NationalGallery #AskTheGallery #noprivatisation https://t.co/0N7UGP7h1Z #ReinstateCandy http://t.co/ZaDR8HN01F,1.0
613232707976433664,Search for your 'Treasured Possession' @FitzMuseum_UK ; a museum with more treasures than you could imagine 🎎🎏🎭🗿📚📯🚋🏆 http://t.co/uGcTqDAMQy,3.0
610419654046167040,"@CJRFineArtist thanks. Like you say, you have to have a go :-) @ThelmaHulbert",3.0
613394625299107840,Spectacular gems and Renaisance jewellery at the new Waddesdon Bequest gallery @britishmuseum . Go admire! http://t.co/gwFUw1FscR,3.0
611504462654476288,Starting my sister's hen do @britishmuseum was an excellent idea. V friendly security guards.  https://t.co/hCXWIH0NSD,3.0
610568384959414272,"@JohnConstableRA @NationalGallery @pwadey 

I'm intrigued by the portraits and text on the walls of this picture &amp; the lady with the beans?",3.0
611105158659997696,@psframes @NationalGallery # I Love The National Gallery! #Beautiful!,3.0
614083955831271424,"@sferg100 @WhitworthArt @Mini_Stories I'm not sadly, at a session in @britishmuseum run by @AgeofCreativity about older people in museums :)",3.0
614099629911707648,In London today visiting @NewDesigners @britishmuseum @WallaceMuseum. Obligatory Great Court shot... http://t.co/bi5kvltovK,3.0
612982694734131200,@CElaine @MicroPasts @britishmuseum Wow great to see it!! Hope to get new app up soon! ; ),3.0
615149708181311488,Exquisite works by #painter Paul Rubens presented by @britishmuseum  https://t.co/8BJpLjPiqU,3.0
612673403116515328,What a bustling wind'r blowing in this amzing painting. Your senses almost feel the sea air @NationalGallery #paint https://t.co/7sbeiDnyvq,3.0
611187860021092352,I am now a proud member of @tateliverpool if I could only work put how to book a ticket as a member ;0) @laconicphoto @HoylandH @Tate,3.0
614524737885081600,Thank you @VivStylz @GerryMas The first show @_TheWhitechapel saw 178 paintings being displayed! Several of them are known today,3.0
612213742831542272,A real must-see @britishmuseum 'Defining Beauty: The Body in Ancient Greek Art' #London #art http://t.co/2veJjf3IZb http://t.co/mlJ2a9olx4,3.0
612334618298183680,"""@chicjwelcouture: http://t.co/uvcr3DfnYk"" Incredible jewels at the @britishmuseum 's new gallery.",3.0
611633330539372544,@tateliverpool “ #BobandRoberta: I am angry more artists that have a profile are not speaking up #foundationcourses. http://t.co/0Jqrql7vfK”,1.0
615527872296562688,Glowing 5 stars for @tateliverpool - Jackson Pollock review – this is art as nervous breakdown ... and it's majestic http://t.co/VX6yhyRAIz,3.0
613645315103686656,That's a cool #statistic! Well done @FitzMuseum_UK  https://t.co/ydo7hkNR32,3.0
612998612897894400,So tired after @britishmuseum sleepover. No seats on train from London to Nottingham either! Didgeridoo man's dreamtime tales were great!,3.0
611633410793172992,@Tate_StIves “ #BobandRoberta: I am angry more artists that have a profile are not speaking up! #foundationcourses. http://t.co/0Jqrql7vfK”,1.0
